,album,aluri,track_number,trid,name,artist,arid,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
0,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,1,70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.124,0.64,0.647,0.0,0.0801,-8.114,0.186,92.979,0.546,75
1,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,2,4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.148,0.857,0.621,0.0,0.0865,-6.376,0.0825,97.989,0.668,78
2,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,3,4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.212,0.746,0.787,0.0,0.0669,-6.373,0.12,95.005,0.607,62
3,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,4,1AI7UPw3fgwAFkvAlZWhE0,Take Me Back to London (feat. Stormzy),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.219,0.885,0.762,0.0,0.162,-5.513,0.216,138.058,0.605,69
4,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,5,0VsGaRXR5WAzpu51unJTis,Best Part of Me (feat. YEBBA),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.758,0.565,0.243,8.82e-06,0.285,-8.367,0.0317,81.655,0.239,67
5,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,6,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0902,0.798,0.676,0.0,0.0894,-5.041,0.0442,101.956,0.843,75
6,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,7,1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.132,0.716,0.823,0.0,0.361,-5.313,0.0495,151.957,0.91,66
7,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,8,0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.135,0.852,0.666,0.0,0.798,-6.923,0.184,91.046,0.726,67
8,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,9,1Bdptrvb7nQkq8kCw3siE9,Feels (feat. Young Thug & J Hus),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.112,0.665,0.68,0.0,0.096,-4.898,0.291,91.667,0.69,56
9,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,10,5T03itPFOPGGkvVPvPiyla,Put It All on Me (feat. Ella Mai),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.256,0.627,0.594,0.0,0.373,-8.306,0.0479,101.007,0.388,61
10,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,11,2qRN7PWiHRLprw4FpDeI9N,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.333,0.747,0.649,0.0,0.172,-6.218,0.218,88.011,0.84,62
11,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,12,3FHXUqaUer9o231Je1zxIN,I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.31,0.468,0.63,0.0,0.137,-6.536,0.0843,91.419,0.762,57
12,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,13,4vIKzWqtn44umal5jXq4wE,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.467,0.778,0.589,0.0,0.0902,-5.548,0.269,98.001,0.513,58
13,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,14,5d1rmWWF1725tnYjq6rMDB,Way To Break My Heart (feat. Skrillex),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.11,0.726,0.731,3.45e-06,0.0928,-6.298,0.159,170.125,0.437,56
14,No.6 Collaborations Project,spotify:album:3oIFxDIo2fwuk4lwCmFZCx,15,7hvO2qCwJVZxiyoA7c9i5d,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.000245,0.631,0.796,0.0108,0.38,-5.35,0.0401,92.47,0.596,60
15,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,1,3aCjJgEAW018s9BuGiAgob,Beautiful People (feat. Khalid),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.124,0.64,0.648,0.0,0.0802,-8.113,0.187,92.977,0.548,28
16,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,2,71BgDMZ6FbL5AKcERaxJ6n,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.148,0.857,0.621,0.0,0.0865,-6.376,0.0824,97.986,0.668,29
17,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,3,1oH5Mg9dyAj15lWUmXvmFW,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.21,0.654,0.784,0.0,0.0666,-6.389,0.181,94.877,0.603,41
18,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,4,3ERZA2UXA1cD5WAELjSpa6,Take Me Back to London (feat. Stormzy),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.219,0.885,0.762,0.0,0.162,-5.513,0.216,138.059,0.605,38
19,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,5,5MLjVCMjJKwXLk6JmPeOPe,Best Part of Me (feat. YEBBA),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.762,0.565,0.242,9.3e-06,0.285,-8.367,0.0318,81.657,0.237,25
20,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,6,1Tu5fpEjGl78R4mA6pQ7Tk,I Don't Care (with Justin Bieber),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0912,0.798,0.675,0.0,0.0894,-5.041,0.0442,101.956,0.842,27
21,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,7,0Tdh0VTkzmPGeAQIXHYhVJ,Antisocial (with Travis Scott),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.133,0.715,0.823,0.0,0.361,-5.313,0.0495,151.956,0.91,50
22,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,8,663iGCIjbc3DfpGOooKvDR,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.196,0.863,0.649,0.0,0.783,-7.194,0.156,91.018,0.761,34
23,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,9,4qhw4uLzaW0TjgGvTxJ2Pu,Feels (feat. Young Thug & J Hus),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.112,0.665,0.68,0.0,0.096,-4.899,0.29,91.67,0.69,25
24,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,10,2neYa7NyqIuPR67tehREKZ,Put It All on Me (feat. Ella Mai),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.253,0.627,0.594,0.0,0.373,-8.306,0.0478,101.008,0.389,47
25,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,11,3uPt20NZVz4AOhFPUzzEv6,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.333,0.747,0.649,0.0,0.172,-6.218,0.219,88.011,0.84,35
26,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,12,5hNGxdPZJ4tLLkbIHHVYJp,I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.314,0.469,0.631,0.0,0.14,-6.569,0.0853,91.418,0.763,25
27,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,13,6n1j8k7ApN8ZkjG2Yczyei,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.467,0.778,0.59,0.0,0.0902,-5.548,0.27,97.995,0.515,24
28,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,14,3ScM8IvndjLcJ9VyAc4EnS,Way To Break My Heart (feat. Skrillex),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.11,0.726,0.731,3.21e-06,0.0928,-6.304,0.159,170.125,0.43,43
29,No.6 Collaborations Project,spotify:album:5oUZ9TEZR3wOdvqzowuNwl,15,3U0oiHpXqrIS3AsOvkaS08,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.000245,0.631,0.796,0.0115,0.38,-5.35,0.0401,92.469,0.596,26
30,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,1,7oolFzHipTMg2nL7shhdz2,Eraser,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.086,0.64,0.812,0.0,0.0509,-5.647,0.0834,86.013,0.914,61
31,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,2,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,0.471,76
32,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,3,51ChrwmUPDJvedPQnIU8Ls,Dive,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.355,0.761,0.386,0.0,0.0953,-6.158,0.0399,134.943,0.526,73
33,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,4,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,0.931,83
34,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,5,0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,95.05,0.168,85
35,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,6,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0735,0.624,0.876,0.0,0.327,-3.374,0.1,99.943,0.781,77
36,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,7,2RttW7RAu5nOAfq6YFvApB,Happier,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.536,0.522,0.385,0.0,0.135,-7.355,0.0288,89.792,0.236,80
37,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,8,5HDPtsnyb3maFmPL8LLUTG,New Man,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0559,0.78,0.745,0.0,0.0595,-3.97,0.145,94.026,0.862,66
38,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,9,2dfHh7ECGxfNqZTQno09Vk,Hearts Don't Break Around Here,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.719,0.604,0.366,0.0,0.162,-7.881,0.0267,105.177,0.181,67
39,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,10,2pJZ1v8HezrAoZ0Fhzby92,What Do I Know?,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.251,0.838,0.492,0.0,0.262,-5.69,0.038,115.092,0.895,68
40,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,11,6PJ8FF6UR8FZXfEvpHkIVN,How Would You Feel (Paean),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.424,0.617,0.439,0.0,0.127,-5.63,0.0269,139.979,0.242,67
41,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,12,4VuS959DSpr82t3qBqCrWG,Supermarket Flowers,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.914,0.589,0.242,0.0,0.0887,-10.517,0.0442,89.749,0.257,76
42,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,13,3Lfiu5sZ4M4B6JaKMBc0FU,Barcelona,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.448,0.747,0.76,0.0,0.153,-4.294,0.187,99.975,0.682,66
43,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,14,6SznMYPQJHzr3IwsAHLId2,Bibia Be Ye Ye,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.52,0.738,0.677,0.0,0.133,-5.121,0.0824,127.067,0.882,65
44,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,15,35QZaWQRkmnAVqBF1TLCxQ,Nancy Mulligan,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.117,0.68,0.852,0.0,0.0866,-4.35,0.0349,101.993,0.858,64
45,÷ (Deluxe),spotify:album:3T4tUhGYeRNVUGevb0wThu,16,6TIU9Ehmi6dMzZK73Ym4yj,Save Myself,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.85,0.552,0.29,0.0,0.227,-5.617,0.0448,78.842,0.481,66
46,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,1,5mUBAfEctquPCp3oe8CRZX,One,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.877,0.464,0.321,0.0,0.0789,-11.12,0.0418,93.528,0.306,47
47,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,2,05AXbdKlVvkT6IJlYAfuap,I'm a Mess,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.556,0.697,0.377,0.0,0.0999,-7.755,0.0397,138.754,0.336,46
48,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,3,5sA4n1wolLZk2YpBLbsCqj,Sing,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.304,0.818,0.67,1.22e-06,0.0601,-4.451,0.0472,119.988,0.939,46
49,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,4,5LTzAKRZ2Xct8d6vVrErha,Don't,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0113,0.806,0.608,0.0,0.635,-7.008,0.0659,95.049,0.849,47
50,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,5,3b2b3rMn0LflqsIW0g5lDl,Nina,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.175,0.791,0.669,0.0,0.33,-7.189,0.146,92.013,0.809,42
51,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,6,0ch8PUB8JRTMJqmdmfY46U,Photograph,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,0.201,51
52,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,7,2mHWjchw9pqHBvHh7iKoco,Bloodstream,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.529,0.66,0.316,0.000294,0.104,-11.567,0.0364,91.207,0.543,45
53,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,8,5rYipCuUMXmKr5XM3eDC1r,Tenerife Sea,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.697,0.53,0.346,1.07e-05,0.105,-10.497,0.0376,121.876,0.359,61
54,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,9,1QaVYz0KPmXtdjVcm3P4oj,Runaway,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.024,0.767,0.449,0.000299,0.151,-7.158,0.0364,95.03,0.908,43
55,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,10,01cCX1iNks6Ob0Ynwwg8tX,The Man,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.576,0.759,0.725,0.0,0.0771,-7.006,0.158,87.467,0.619,40
56,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,11,2L6ypr3l5t5mLkY3lXIpZE,Thinking out Loud,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,0.591,54
57,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,12,0jnNYYeMqMdreIsN22PzGk,Afire Love,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.464,0.552,0.637,1.63e-05,0.136,-6.568,0.0445,97.97,0.333,43
58,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,13,3AhWpAMU0lj0CPMZv3Krde,Take It Back,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.318,0.754,0.613,0.0,0.335,-6.342,0.229,113.196,0.904,39
59,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,14,5Httl4rILlQs8FednTJ2uE,Shirtsleeves,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.319,0.752,0.76,0.0,0.335,-5.34,0.0341,107.034,0.752,39
60,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,15,60k4LTrhZ7xX0tSYZkXsuK,Even My Dad Does Sometimes,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.756,0.58,0.318,0.000171,0.117,-8.926,0.0279,129.757,0.295,40
61,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,16,2q5rFdBjUn0e9EL6mHb4Jy,I See Fire,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.638,0.641,0.176,5.14e-06,0.252,-11.692,0.0349,76.031,0.297,0
62,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,17,3B8BedGdUGT1Ixog6v8ua8,English Rose,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0977,0.579,0.649,0.0,0.125,-6.522,0.0352,114.593,0.184,44
63,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,18,4w098dhR8GON00jYL1vCv4,Touch and Go,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.294,0.812,0.542,6.92e-05,0.141,-5.403,0.0444,110.268,0.733,58
64,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,19,5FBaWYaoA8j260ctveOa4a,New York,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.707,0.728,0.461,0.0,0.113,-8.726,0.0395,86.014,0.474,46
65,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,20,4rhcqdXTzNX9uZRZybj3UP,Make It Rain,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.791,0.618,0.239,0.0,0.1,-8.371,0.0274,96.846,0.327,54
66,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,21,0CjyIDOzzujwovFiCHe1LS,Parting Glass - Live at Wembley Stadium,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.598,0.389,0.369,0.0,0.96,-6.886,0.0404,102.625,0.541,41
67,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,22,1nVe4FCdf6dVBkzAF741IC,Small Bump - Live at Wembley Stadium,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.219,0.69,0.696,0.0,0.958,-7.432,0.183,125.735,0.237,40
68,x (Wembley Edition),spotify:album:0MeOIA0wwSa6nW79jy8QcZ,23,1eIcWCHqpW2qlWwNOH3dL1,Lay It All on Me (feat. Ed Sheeran),Rudimental,4WN5naL3ofxrVBgFpguzKo,0.141,0.669,0.747,0.0,0.185,-7.108,0.0428,122.531,0.483,42
69,5,spotify:album:2hyDesSAYNefikDJXlqhPE,1,6x44NmhdsmgRzG07kzqOO6,"You Need Me, I Don't Need You",Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.692,0.689,0.563,0.0,0.0579,-5.539,0.275,129.517,0.819,42
70,5,spotify:album:2hyDesSAYNefikDJXlqhPE,2,24ha18yq0t7XnZ9EgJ7HYb,So,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.853,0.521,0.133,0.0,0.35,-10.599,0.0431,140.077,0.391,45
71,5,spotify:album:2hyDesSAYNefikDJXlqhPE,3,6ThrnYkLPlKar6dUIggR6Q,Be Like You,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.715,0.671,0.388,0.0,0.192,-6.516,0.0762,105.869,0.59,44
72,5,spotify:album:2hyDesSAYNefikDJXlqhPE,4,4oCmusomhJaDXUF9OttwQ5,The City,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.74,0.689,0.369,0.0,0.122,-7.183,0.357,102.565,0.701,40
73,5,spotify:album:2hyDesSAYNefikDJXlqhPE,5,0Z0GZkW8QCohqGChLmWixd,Sunburn,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.842,0.533,0.17,5.03e-06,0.113,-11.342,0.0668,116.852,0.33,43
74,5,spotify:album:2hyDesSAYNefikDJXlqhPE,1,4Ur8TgNrZyUuRBWjsQfgGe,Let It Out,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.645,0.731,0.603,0.011,0.147,-7.656,0.0378,96.973,0.619,43
75,5,spotify:album:2hyDesSAYNefikDJXlqhPE,2,5YS8NjfOuoFP1vi5wglycc,Homeless,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.519,0.754,0.636,0.0,0.108,-7.129,0.193,90.001,0.875,40
76,5,spotify:album:2hyDesSAYNefikDJXlqhPE,3,5DizlXTwJjjwxxqGNChcvO,Little Bird,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.569,0.826,0.485,0.0,0.107,-7.424,0.0354,104.011,0.278,42
77,5,spotify:album:2hyDesSAYNefikDJXlqhPE,4,2Z7RLfJdXXkXUmvMJxkNJo,Sofa,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.14,0.646,0.65,9.65e-06,0.0999,-6.491,0.0278,100.05,0.52,41
78,5,spotify:album:2hyDesSAYNefikDJXlqhPE,5,1IbGB3FLPDJjBX5i3S57rA,One Night,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.379,0.781,0.836,0.0,0.289,-5.496,0.0658,94.989,0.636,40
79,5,spotify:album:2hyDesSAYNefikDJXlqhPE,6,7udHOd6OUjUIhSjpTo4cl4,Firefly,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.886,0.602,0.31,0.000142,0.105,-11.469,0.0373,159.917,0.36,46
80,5,spotify:album:2hyDesSAYNefikDJXlqhPE,7,7cCsAsOKvFdOjQHpADku4O,The City - Live at Sticky Studios; Loose Change EP,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.507,0.712,0.569,0.0,0.412,-6.032,0.204,105.032,0.837,37
81,5,spotify:album:2hyDesSAYNefikDJXlqhPE,8,0dQ5jI1SGoAX2QT6N95tad,Firefly - Bravado Dubstep Remix,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.28,0.629,0.663,0.711,0.0811,-10.516,0.0283,139.982,0.49,35
82,5,spotify:album:2hyDesSAYNefikDJXlqhPE,1,5JTTFF4bKTIqrhRmmOgXXo,Fall,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.632,0.559,0.283,0.00127,0.126,-9.827,0.0323,82.552,0.188,44
83,5,spotify:album:2hyDesSAYNefikDJXlqhPE,2,4I7VRMbaqi6GdSkaSxe1he,Fire Alarms,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.772,0.602,0.286,0.0,0.162,-9.886,0.0296,102.009,0.379,40
84,5,spotify:album:2hyDesSAYNefikDJXlqhPE,3,0xaPq2EZ9pQ9vLuxy6MCHH,Where We Land,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.838,0.68,0.248,4.86e-06,0.0907,-11.592,0.031,119.944,0.275,42
85,5,spotify:album:2hyDesSAYNefikDJXlqhPE,4,4THoSHxiabL1rd59iVWu2T,Cold Coffee,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.453,0.544,0.529,0.0,0.131,-6.753,0.0256,92.936,0.403,52
86,5,spotify:album:2hyDesSAYNefikDJXlqhPE,5,3ICdPHubhqTJ4Lm9NEb2W3,She,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.811,0.573,0.344,0.0,0.13,-10.91,0.0361,157.783,0.377,47
87,5,spotify:album:2hyDesSAYNefikDJXlqhPE,1,3nwbntyppUfLEMorPB40HN,The A Team - Live at the Bedford,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.728,0.402,0.339,0.0,0.833,-9.574,0.0498,83.194,0.496,37
88,5,spotify:album:2hyDesSAYNefikDJXlqhPE,2,0ewWskuCnqrTFvMUqtAQwF,Homeless - Live at the Bedford,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.62,0.601,0.879,0.0,0.464,-5.215,0.0945,99.377,0.713,34
89,5,spotify:album:2hyDesSAYNefikDJXlqhPE,3,4HQcJua3wHJLvBvc3gKJTr,The City - Live at the Bedford,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.545,0.602,0.8,0.0,0.656,-5.91,0.0734,109.921,0.81,34
90,5,spotify:album:2hyDesSAYNefikDJXlqhPE,4,1lG7S133U7vKOXy0n8WeEL,Fall - Live at the Bedford,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.807,0.494,0.0964,7.13e-05,0.936,-16.691,0.0532,86.676,0.393,34
91,5,spotify:album:2hyDesSAYNefikDJXlqhPE,5,2c3PILT3ocB6B47pNzi9qs,Wake Me Up - Live at the Bedford,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.792,0.616,0.141,0.0,0.897,-17.161,0.532,107.874,0.361,35
92,5,spotify:album:2hyDesSAYNefikDJXlqhPE,6,2GGOQWJo7FGEQojc7baekK,"You Need Me, I Don't Need You - Live at the Bedford",Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.48,0.506,0.911,0.0,0.696,-4.779,0.23,105.475,0.781,36
93,5,spotify:album:2hyDesSAYNefikDJXlqhPE,1,5cth8vxCckeYgE10nX58re,Lately (feat. Devlin),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0928,0.718,0.82,0.0,0.391,-5.552,0.103,90.013,0.329,34
